Uniprot Entry,Accession Name,Name,Organism,Biological Process Label,Brain Part,Molecular Function Label,Cellular Component Label
P51880,FABP7_MOUSE,"Fatty acid-binding protein, brain",Mus musculus (Mouse),"GO:0065007, GO:0050896, GO:0032502, GO:0009987, GO:0032501",Medulla,GO:0005488,"GO:0043226, GO:0005622, GO:0044297, GO:0030054"
Q8BP92,RCN2_MOUSE,Reticulocalbin-2,Mus musculus (Mouse),,Medulla,GO:0005488,"GO:0031974, GO:0043226, GO:0005622"
Q61360,DYN1_MOUSE,Dynamin-1,Mus musculus (Mouse),"GO:0065007, GO:0051179, GO:0050896, GO:0009987, GO:0008152",Medulla,"GO:0003824, GO:0005488","GO:0043226, GO:0099080, GO:0016020, GO:0005622, GO:0098794, GO:0030054, GO:0042995, GO:0098796"
Q03265,ATPA_MOUSE,"ATP synthase subunit alpha, mitochondrial {ECO:0000305}",Mus musculus (Mouse),"GO:0065007, GO:0009987, GO:0008152, GO:0051179",Medulla,"GO:0003824, GO:0005215, GO:0005488","GO:0043226, GO:0098798, GO:0016020, GO:0005622, GO:0140534, GO:0140513, GO:0098796"
P17156,HSP72_MOUSE,Heat shock-related 70 kDa protein 2,Mus musculus (Mouse),"GO:0065007, GO:0051179, GO:0050896, GO:0032502, GO:0009987, GO:0022414",Medulla,"GO:0003824, GO:0005488","GO:0043226, GO:0099086, GO:0016020, GO:0005622, GO:0098796, GO:1990351"
Q99LC5,ETFA_MOUSE,"Electron transfer flavoprotein subunit alpha, mitochondrial",Mus musculus (Mouse),"GO:0008152, GO:0009987",Medulla,"GO:0003824, GO:0005488","GO:0098798, GO:1902494, GO:0005622, GO:0043226"
P60487,PLPP_MOUSE,Pyridoxal phosphate phosphatase,Mus musculus (Mouse),"GO:0008152, GO:0065007, GO:0009987, GO:0050896",Medulla,"GO:0003824, GO:0005488","GO:0043226, GO:0016020, GO:0005622, GO:0031256, GO:0030054"
P42669,PURA_MOUSE,Transcriptional activator protein Pur-alpha,Mus musculus (Mouse),"GO:0065007, GO:0051179, GO:0032502, GO:0009987, GO:0002376",Medulla,"GO:0005488, GO:0045182, GO:0140110","GO:0043226, GO:0005737, GO:0044297, GO:0005622, GO:0030054, GO:0042995"
Q9CZC8,SCRN1_MOUSE,Secernin-1,Mus musculus (Mouse),"GO:0051179, GO:0009987",Medulla,GO:0003824,"GO:0043226, GO:0016020, GO:0005622"
Q08331,CALB2_MOUSE,Calretinin,Mus musculus (Mouse),"GO:0065007, GO:0009987",Medulla,GO:0005488,"GO:0098793, GO:0043226, GO:0016020, GO:0005622, GO:0030054, GO:0042995"
Q01768,NDKB_MOUSE,Nucleoside diphosphate kinase B,Mus musculus (Mouse),"GO:0065007, GO:0009987, GO:0008152, GO:0050896",Medulla,"GO:0003824, GO:0005488, GO:0140110, GO:0098772","GO:0043226, GO:0099080, GO:0016020, GO:0005622, GO:0042995"
P11499,HS90B_MOUSE,Heat shock protein HSP 90-beta,Mus musculus (Mouse),"GO:0065007, GO:0040007, GO:0050896, GO:0032502, GO:0009987, GO:0022610, GO:0008152, GO:0022414, GO:0044419",Medulla,"GO:0005488, GO:0098772","GO:0043226, GO:0005737, GO:0140535, GO:0044297, GO:0044292, GO:0005622, GO:0016020, GO:0043235, GO:0030427, GO:0101031, GO:0140513"
P46660,AINX_MOUSE,Alpha-internexin,Mus musculus (Mouse),"GO:0032502, GO:0009987, GO:0050896",Medulla,"GO:0005488, GO:0005198","GO:0043226, GO:0030054, GO:0005622, GO:0099080"
Q9CY33,TBB5_CRIGR,Tubulin beta-5 chain,"Macaca mulatta (Rhesus macaque), Homo sapiens (Human), Cricetulus griseus (Chinese hamster) (Cricetulus barabensis griseus), Mus musculus (Mouse), Rattus norvegicus (Rat)","GO:0051179, GO:0065007, GO:0050896, GO:0009987, GO:0002376, GO:0044419",Medulla,"GO:0003824, GO:0005488, GO:0005198","GO:0043226, GO:0099080, GO:0016020, GO:0005622, GO:0031974"
O88544,CSN4_MOUSE,COP9 signalosome complex subunit 4,Mus musculus (Mouse),"GO:0008152, GO:0009987",Medulla,,"GO:0140513, GO:0043226, GO:0016604"
P60710,ACTB_MOUSE,"Actin, cytoplasmic 1",Mus musculus (Mouse),"GO:0051179, GO:0065007, GO:0050896, GO:0032502, GO:0009987, GO:0040011",Medulla,"GO:0005488, GO:0005198","GO:0043226, GO:0032432, GO:0140535, GO:0099080, GO:0016020, GO:0005622, GO:0042641, GO:0030054, GO:0140513, GO:1902494, GO:0042995"
P80316,TCPE_MOUSE,T-complex protein 1 subunit epsilon,Mus musculus (Mouse),"GO:0065007, GO:0051179, GO:0050896, GO:0009987, GO:0022414, GO:0044419",Medulla,GO:0005488,"GO:0005815, GO:0099080, GO:0101031"
Q9D819,IPYR_MOUSE,Inorganic pyrophosphatase,Mus musculus (Mouse),"GO:0008152, GO:0009987",Medulla,"GO:0003824, GO:0005488",
P35700,FT,Peroxiredoxin-1,Mus musculus (Mouse),"GO:0065007, GO:0098754, GO:0050896, GO:0009987, GO:0002376, GO:0008152, GO:0044419",Medulla,"GO:0003824, GO:0005488, GO:0016209","GO:0000785, GO:0043226, GO:0005622, GO:0031974"
P68368,TBA4A_MOUSE,Tubulin alpha-4A chain,Mus musculus (Mouse),GO:0009987,Medulla,"GO:0003824, GO:0005488, GO:0005198","GO:0043226, GO:0005622, GO:0099080"
Q7TMM9,TBB2A_MOUSE,Tubulin beta-2A chain,Mus musculus (Mouse),"GO:0040011, GO:0009987",Medulla,"GO:0003824, GO:0005488, GO:0005198",GO:0099080
Q9Z2I9,SUCB1_MOUSE,"Succinate--CoA ligase [ADP-forming] subunit beta, mitochondrial {ECO:0000255|HAMAP-Rule:MF_03220}",Mus musculus (Mouse),"GO:0008152, GO:0009987",Medulla,"GO:0003824, GO:0005488","GO:0043226, GO:1902494, GO:0005622, GO:0045239"
P26443,DHE3_MOUSE,"Glutamate dehydrogenase 1, mitochondrial",Mus musculus (Mouse),"GO:0065007, GO:0007610, GO:0050896, GO:0032502, GO:0009987, GO:0008152, GO:0032501",Medulla,"GO:0003824, GO:0005488","GO:0031974, GO:0043226, GO:0016020, GO:0005622"
Q00612,G6PD1_MOUSE,Glucose-6-phosphate 1-dehydrogenase X,Mus musculus (Mouse),"GO:0065007, GO:0050896, GO:0032502, GO:0009987, GO:0008152, GO:0032501",Medulla,"GO:0003824, GO:0005488","GO:0043226, GO:0098552, GO:0005622"
P08113,FT,Endoplasmin,Mus musculus (Mouse),"GO:0065007, GO:0051179, GO:0050896, GO:0009987, GO:0008152",Medulla,GO:0005488,"GO:0043226, GO:0016020, GO:0005622, GO:0031974, GO:0140534"
Q62188,DPYL3_MOUSE,Dihydropyrimidinase-related protein 3,Mus musculus (Mouse),"GO:0065007, GO:0032502, GO:0009987, GO:0050896",Medulla,"GO:0003824, GO:0005488","GO:0030427, GO:0042995, GO:0030054"
Q9ERD7,TBB3_MOUSE,Tubulin beta-3 chain,Mus musculus (Mouse),"GO:0065007, GO:0032502, GO:0009987",Medulla,"GO:0003824, GO:0005488, GO:0005198","GO:0043226, GO:0044297, GO:0099080, GO:0005622, GO:0030427, GO:0042995"
P17751,TPIS_MOUSE,Triosephosphate isomerase,Mus musculus (Mouse),"GO:0008152, GO:0032502, GO:0009987, GO:0032501",Medulla,"GO:0003824, GO:0005488",
P63028,TCTP_MOUSE,Translationally-controlled tumor protein,Mus musculus (Mouse),"GO:0065007, GO:0032502, GO:0022414, GO:0032501",Medulla,GO:0005488,"GO:0043226, GO:0005622, GO:0099080"
P08249,MDHM_MOUSE,"Malate dehydrogenase, mitochondrial",Mus musculus (Mouse),"GO:0008152, GO:0009987",Medulla,"GO:0003824, GO:0005488","GO:0031974, GO:0043226, GO:0016020, GO:0005622"
P50516,VATA_MOUSE,V-type proton ATPase catalytic subunit A,Mus musculus (Mouse),"GO:0065007, GO:0009987, GO:0050896",Medulla,"GO:0003824, GO:0005215, GO:0005488","GO:0043226, GO:0016020, GO:0005622, GO:0042995, GO:0098796"
Q9BR45,FT,Synaptosomal-associated protein 25,"Macaca mulatta (Rhesus macaque), Homo sapiens (Human), Gallus gallus (Chicken), Mus musculus (Mouse), Rattus norvegicus (Rat)","GO:0051179, GO:0065007, GO:0007610, GO:0023052, GO:0032502, GO:0009987, GO:0002376, GO:0008152, GO:0032501",Medulla,"GO:0005215, GO:0005488, GO:0060090","GO:0098793, GO:0043226, GO:0098796, GO:0031224, GO:0044297, GO:0016020, GO:0005622, GO:0031082, GO:0019898, GO:0030427, GO:0030054, GO:0042995, GO:0031984, GO:1990351"
P32848,PRVA_MOUSE,Parvalbumin alpha,Mus musculus (Mouse),GO:0032502,Medulla,GO:0005488,"GO:0043226, GO:0005622, GO:0042995, GO:0044297"
P20108,FT,"Thioredoxin-dependent peroxide reductase, mitochondrial",Mus musculus (Mouse),"GO:0065007, GO:0050896, GO:0032502, GO:0009987, GO:0008152, GO:0022414",Medulla,"GO:0003824, GO:0005488, GO:0016209, GO:0098772","GO:0043226, GO:0005622"
P04370,MBP_MOUSE,Myelin basic protein,Mus musculus (Mouse),"GO:0065007, GO:0032501, GO:0009987, GO:0050896",Medulla,"GO:0005488, GO:0005198","GO:0043226, GO:0016020, GO:0005622, GO:0044297"
P46460,NSF_MOUSE,Vesicle-fusing ATPase,Mus musculus (Mouse),"GO:0065007, GO:0009987, GO:0051179",Medulla,"GO:0003824, GO:0005488","GO:0043226, GO:0016020, GO:0031984"
P13707,GPDA_MOUSE,"Glycerol-3-phosphate dehydrogenase [NAD(+)], cytoplasmic",Mus musculus (Mouse),"GO:0008152, GO:0065007, GO:0009987, GO:0050896",Medulla,"GO:0003824, GO:0005488","GO:0043226, GO:1902494, GO:0005622"
P08551,NFL_MOUSE,Neurofilament light polypeptide,Mus musculus (Mouse),"GO:0065007, GO:0051179, GO:0050896, GO:0032502, GO:0009987, GO:0032501",Medulla,"GO:0005488, GO:0005198, GO:0060090","GO:0043226, GO:0005737, GO:0099080, GO:0005622, GO:0030427, GO:0030054, GO:0042995"
P05063,ALDOC_MOUSE,Fructose-bisphosphate aldolase C,Mus musculus (Mouse),"GO:0008152, GO:0032502, GO:0009987",Medulla,"GO:0003824, GO:0005488","GO:0043226, GO:0005622, GO:0042995, GO:0005829"
O08553,DPYL2_MOUSE,Dihydropyrimidinase-related protein 2,Mus musculus (Mouse),"GO:0065007, GO:0051179, GO:0050896, GO:0032502, GO:0009987",Medulla,"GO:0003824, GO:0005488","GO:0098793, GO:0043226, GO:0044297, GO:0016020, GO:0005622, GO:0030427, GO:0042995"
P48036,ANXA5_MOUSE,Annexin A5,Mus musculus (Mouse),"GO:0065007, GO:0009987, GO:0050896, GO:0032501",Medulla,"GO:0005215, GO:0005488","GO:0098793, GO:0043226, GO:0044297, GO:0044306, GO:0072562, GO:0016020, GO:0005622, GO:0030312, GO:0098552, GO:0030054, GO:0042995"
P35486,ODPA_MOUSE,"Pyruvate dehydrogenase E1 component subunit alpha, somatic form, mitochondrial",Mus musculus (Mouse),"GO:0008152, GO:0009987",Medulla,GO:0003824,"GO:0043226, GO:1902494, GO:0005622, GO:0098798"
Q3UGM0,HSP7C_MOUSE,Heat shock cognate 71 kDa protein,Mus musculus (Mouse),"GO:0065007, GO:0051179, GO:0050896, GO:0009987, GO:0008152, GO:0044419",Medulla,"GO:0003824, GO:0005488, GO:0060090","GO:0098793, GO:0043226, GO:0044297, GO:0099080, GO:0005829, GO:0016020, GO:0005622, GO:0098794, GO:1990904, GO:0030054, GO:0140513, GO:0042995"
P23927,CRYAB_MOUSE,Alpha-crystallin B chain,Mus musculus (Mouse),"GO:0065007, GO:0050896, GO:0032502, GO:0009987, GO:0032501",Medulla,"GO:0005488, GO:0005198","GO:0043226, GO:0099080, GO:0016020, GO:0005622, GO:0098794, GO:0030054, GO:0042995"
Q80VX6,GFAP_MOUSE,Glial fibrillary acidic protein,Mus musculus (Mouse),"GO:0065007, GO:0032502, GO:0009987, GO:0050896",Medulla,"GO:0005488, GO:0005198","GO:0043226, GO:0099080, GO:0005622, GO:0098552, GO:0042995"
P19246,NFH_MOUSE,Neurofilament heavy polypeptide,Mus musculus (Mouse),"GO:0065007, GO:0050896, GO:0032502, GO:0009987, GO:0022414",Medulla,"GO:0005488, GO:0005198, GO:0060090","GO:0043226, GO:0044297, GO:0099080, GO:0005622, GO:0030054, GO:0042995"
Q9DBJ1,PGAM1_MOUSE,Phosphoglycerate mutase 1,Mus musculus (Mouse),"GO:0008152, GO:0065007, GO:0009987",Medulla,"GO:0003824, GO:0005488","GO:0043226, GO:0005622"
P53810,PIPNA_MOUSE,Phosphatidylinositol transfer protein alpha isoform,Mus musculus (Mouse),"GO:0051179, GO:0032502, GO:0009987",Medulla,"GO:0005215, GO:0005488",GO:0031224
P08228,FT,Superoxide dismutase [Cu-Zn],Mus musculus (Mouse),"GO:0065007, GO:0051179, GO:0007610, GO:0023052, GO:0098754, GO:0050896, GO:0032502, GO:0009987, GO:0002376, GO:0008152, GO:0022414, GO:0032501",Medulla,"GO:0003824, GO:0005488, GO:0016209","GO:0043226, GO:0005737, GO:0044297, GO:0016020, GO:0005622, GO:0031974, GO:0042995"
O35737,HNRH1_MOUSE,Heterogeneous nuclear ribonucleoprotein H,Mus musculus (Mouse),"GO:0008152, GO:0065007, GO:0009987, GO:0050896",Medulla,GO:0005488,"GO:0043226, GO:0005622, GO:1990904, GO:0140513, GO:1902494"
Q9R0Y5,KAD1_MOUSE,Adenylate kinase isoenzyme 1 {ECO:0000255|HAMAP-Rule:MF_03171},Mus musculus (Mouse),"GO:0008152, GO:0065007, GO:0009987",Medulla,"GO:0003824, GO:0005488","GO:0043226, GO:0016020, GO:0042995, GO:0099080"
Q9CZ13,QCR1_MOUSE,"Cytochrome b-c1 complex subunit 1, mitochondrial",Mus musculus (Mouse),"GO:0008152, GO:0009987, GO:0050896",Medulla,GO:0005488,"GO:0043226, GO:0098798, GO:0016020, GO:0005622, GO:0070069, GO:1902494, GO:0098796"
P15331,PERI_MOUSE,Peripherin,Mus musculus (Mouse),GO:0009987,Medulla,GO:0005488,"GO:0098793, GO:0044297, GO:0099080, GO:0016020, GO:0042995"
Q9DBP5,KCY_MOUSE,UMP-CMP kinase {ECO:0000255|HAMAP-Rule:MF_03172},Mus musculus (Mouse),"GO:0008152, GO:0009987",Medulla,"GO:0003824, GO:0005488","GO:0043226, GO:0005622"
Q9R1Q8,TAGL3_MOUSE,Transgelin-3,Mus musculus (Mouse),GO:0065007,Medulla,,"GO:0043226, GO:0005622"
P16546,SPTN1_MOUSE,"Spectrin alpha chain, non-erythrocytic 1",Mus musculus (Mouse),"GO:0065007, GO:0009987",Medulla,GO:0005488,"GO:0043226, GO:0016020, GO:0005622, GO:0030054"
Q6PIC6,AT1A3_MOUSE,Sodium/potassium-transporting ATPase subunit alpha-3,Mus musculus (Mouse),"GO:0051179, GO:0065007, GO:0007610, GO:0050896, GO:0032502, GO:0009987, GO:0032501",Medulla,"GO:0005215, GO:0005488","GO:0098793, GO:0043226, GO:0031224, GO:0044297, GO:0044306, GO:0016020, GO:0005622, GO:0030054, GO:0042995, GO:0098796, GO:1990351"
P60202,FT,Myelin proteolipid protein,Mus musculus (Mouse),"GO:0065007, GO:0050896, GO:0032502, GO:0009987, GO:0008152",Medulla,"GO:0005488, GO:0005198","GO:0098636, GO:0016020, GO:0098796, GO:0043235"
Q6PIE5,AT1A2_MOUSE,Sodium/potassium-transporting ATPase subunit alpha-2,Mus musculus (Mouse),"GO:0065007, GO:0051179, GO:0007610, GO:0050896, GO:0032502, GO:0009987, GO:0008152, GO:0032501",Medulla,"GO:0003824, GO:0005215, GO:0005488","GO:0043226, GO:0044297, GO:0016020, GO:0098794, GO:0030054, GO:0042995, GO:0098796, GO:1990351"
Q62261,SPTB2_MOUSE,"Spectrin beta chain, non-erythrocytic 1",Mus musculus (Mouse),"GO:0008152, GO:0065007, GO:0009987, GO:0051179",Medulla,"GO:0005488, GO:0005198","GO:0043226, GO:0016020, GO:0005622, GO:0031256, GO:0030054"
P01942,HBA_MOUSE,Hemoglobin subunit alpha,Mus musculus (Mouse),"GO:0098754, GO:0050896, GO:0032502, GO:0009987, GO:0008152, GO:0044419, GO:0032501",Medulla,"GO:0140104, GO:0005488",GO:1990904
Q9WV92,E41L3_MOUSE,Band 4.1-like protein 3,Mus musculus (Mouse),"GO:0065007, GO:0032502, GO:0009987, GO:0051179",Medulla,"GO:0005488, GO:0005198, GO:0060090","GO:0043226, GO:0016020, GO:0005622, GO:0030054"
P20357,MTAP2_MOUSE,Microtubule-associated protein 2,Mus musculus (Mouse),"GO:0065007, GO:0032502, GO:0009987, GO:0050896",Medulla,GO:0005488,"GO:0043226, GO:0005737, GO:0044297, GO:0099080, GO:0044292, GO:0005622, GO:0016020, GO:0030427, GO:0031256, GO:0042995"
Q61885,FT,Myelin-oligodendrocyte glycoprotein,Mus musculus (Mouse),"GO:0065007, GO:0009987, GO:0022610, GO:0002376",Medulla,GO:0005488,"GO:0098552, GO:0031224, GO:0016020"
Q8VDN2,AT1A1_MOUSE,Sodium/potassium-transporting ATPase subunit alpha-1,Mus musculus (Mouse),"GO:0065007, GO:0009987, GO:0051179, GO:0050896",Medulla,"GO:0003824, GO:0005215, GO:0005488","GO:0043226, GO:0031224, GO:0016020, GO:0005622, GO:0030054, GO:0042995, GO:0098796, GO:1990351"
Q9QXR9,PLEC_MOUSE,Plectin,Mus musculus (Mouse),"GO:0009987, GO:0050896",Medulla,"GO:0005488, GO:0005198","GO:0043226, GO:0005737, GO:0099080, GO:0016020, GO:0005622, GO:0098862, GO:0030054"
Q68FD5,CLH1_MOUSE,Clathrin heavy chain 1,Mus musculus (Mouse),"GO:0065007, GO:0051179, GO:0009987, GO:0008152, GO:0032501",Medulla,GO:0005488,"GO:0043226, GO:0099080, GO:0016020, GO:0005622, GO:0019898, GO:0140513, GO:0098796"
Q7TSJ2,FT,Microtubule-associated protein 6,Mus musculus (Mouse),"GO:0065007, GO:0032502, GO:0009987, GO:0051179",Medulla,GO:0005488,"GO:0043226, GO:0005737, GO:0099080, GO:0016020, GO:0005622, GO:0042995"
Q64524,H2B2E_MOUSE,Histone H2B type 2-E,Mus musculus (Mouse),"GO:0065007, GO:0050896, GO:0009987, GO:0002376, GO:0044419",Medulla,GO:0005488,"GO:0043226, GO:0044815, GO:0032993, GO:0005622"
P68372,TBB4B_MOUSE,Tubulin beta-4B chain,Mus musculus (Mouse),GO:0009987,Medulla,"GO:0003824, GO:0005488, GO:0005198",GO:0099080
P10853,H2B1F_MOUSE,Histone H2B type 1-F/J/L,Mus musculus (Mouse),"GO:0009987, GO:0044419, GO:0002376, GO:0050896",Medulla,GO:0005488,"GO:0043226, GO:0044815, GO:0032993, GO:0005622"
Q91ZZ3,SYUB_MOUSE,Beta-synuclein,Mus musculus (Mouse),"GO:0065007, GO:0023052, GO:0051179, GO:0009987, GO:0008152",Medulla,GO:0005488,"GO:0098793, GO:0043226, GO:0044297, GO:0044306, GO:0005829, GO:0005622, GO:0030427, GO:0030054"
P16330,FT,"2',3'-cyclic-nucleotide 3'-phosphodiesterase",Mus musculus (Mouse),"GO:0065007, GO:0007610, GO:0050896, GO:0032502, GO:0009987, GO:0008152, GO:0032501",Medulla,"GO:0003824, GO:0005488","GO:0043226, GO:0016020, GO:0042995, GO:0099080"
Q8C8R3,ANK2_MOUSE,Ankyrin-2 {ECO:0000250|UniProtKB:Q01484},Mus musculus (Mouse),"GO:0051179, GO:0065007, GO:0023052, GO:0009987, GO:0032501",Medulla,"GO:0005488, GO:0060090, GO:0098772","GO:0043226, GO:0031224, GO:0016020, GO:0005622, GO:0030054"
Q61879,MYH10_MOUSE,Myosin-10,Mus musculus (Mouse),"GO:0051179, GO:0065007, GO:0032502, GO:0009987, GO:0040011, GO:0022610, GO:0032501",Medulla,"GO:0003824, GO:0005488","GO:0043226, GO:0005737, GO:0032432, GO:0044297, GO:0099080, GO:0016459, GO:0016020, GO:0005622, GO:0098794, GO:0042641, GO:1990904, GO:0030427, GO:0098862, GO:0042995, GO:0030054"
Q9QYB5,ADDG_MOUSE,Gamma-adducin,Mus musculus (Mouse),"GO:0065007, GO:0032501, GO:0009987, GO:0050896",Medulla,"GO:0005488, GO:0005198","GO:0043226, GO:0005737, GO:0016020, GO:0005622, GO:0098862, GO:0030054"
Q8CAQ8,MIC60_MOUSE,MICOS complex subunit Mic60,Mus musculus (Mouse),"GO:0065007, GO:0032502, GO:0009987",Medulla,,"GO:0043226, GO:0098798, GO:0016020, GO:0005622, GO:0031974, GO:0098796"
P17710,HXK1_MOUSE,Hexokinase-1 {ECO:0000305},Mus musculus (Mouse),"GO:0065007, GO:0051179, GO:0050896, GO:0009987, GO:0002376, GO:0008152, GO:0044419",Medulla,"GO:0003824, GO:0005488","GO:0043226, GO:0016020, GO:0005622, GO:0042995"
Q9JHU4,DYHC1_MOUSE,Cytoplasmic dynein 1 heavy chain 1,Mus musculus (Mouse),"GO:0051179, GO:0065007, GO:0009987",Medulla,"GO:0003824, GO:0005488","GO:0005737, GO:0044297, GO:0099080, GO:0005815, GO:0031975, GO:0005875, GO:1902494, GO:0042995"
Q61548,AP180_MOUSE,Clathrin coat assembly protein AP180,Mus musculus (Mouse),"GO:0065007, GO:0023052, GO:0051179, GO:0032502, GO:0009987",Medulla,"GO:0005488, GO:0060090","GO:0098793, GO:0043226, GO:0044297, GO:0044306, GO:0016020, GO:0019898, GO:0030054, GO:0042995, GO:0098796"
Q8K0U4,HS12A_MOUSE,Heat shock 70 kDa protein 12A,Mus musculus (Mouse),,Medulla,GO:0005488,"GO:0043226, GO:0005622"
P62897,CYC_MOUSE,"Cytochrome c, somatic",Mus musculus (Mouse),"GO:0008152, GO:0065007, GO:0009987",Medulla,GO:0005488,"GO:0031974, GO:0043226, GO:0005622"
P14873,MAP1B_MOUSE,Microtubule-associated protein 1B,Mus musculus (Mouse),"GO:0065007, GO:0051179, GO:0040007, GO:0050896, GO:0032502, GO:0009987",Medulla,GO:0005488,"GO:0043226, GO:0044297, GO:0099080, GO:0016020, GO:0005622, GO:0098794, GO:0030427, GO:0030054, GO:0042995"
P61264,STX1B_MOUSE,Syntaxin-1B,Mus musculus (Mouse),"GO:0051179, GO:0065007, GO:0009987",Medulla,"GO:0005488, GO:0060090","GO:0043226, GO:0031224, GO:0016020, GO:0005622, GO:0005815, GO:0042995, GO:0098796"
O35129,PHB2_MOUSE,Prohibitin-2 {ECO:0000305},Mus musculus (Mouse),"GO:0065007, GO:0051179, GO:0050896, GO:0032502, GO:0009987, GO:0040011, GO:0002376, GO:0008152, GO:0022414, GO:0044419, GO:0032501",Medulla,GO:0005488,"GO:0043226, GO:0098798, GO:0016020, GO:0005622, GO:0030054, GO:0042995, GO:0098796"
Q91VR2,ATPG_MOUSE,"ATP synthase subunit gamma, mitochondrial {ECO:0000305}",Mus musculus (Mouse),"GO:0008152, GO:0009987, GO:0051179",Medulla,"GO:0003824, GO:0005215","GO:0043226, GO:0098798, GO:0016020, GO:0005622, GO:0140534, GO:0098796"
O88935,SYN1_MOUSE,Synapsin-1,Mus musculus (Mouse),"GO:0051179, GO:0032502, GO:0065007, GO:0009987",Medulla,GO:0005488,"GO:0043226, GO:0031224, GO:0099086, GO:0016020, GO:0005622, GO:0019898, GO:0030054, GO:0042995"
P19096,FAS_MOUSE,Fatty acid synthase,Mus musculus (Mouse),"GO:0008152, GO:0032502, GO:0009987, GO:0050896",Medulla,"GO:0003824, GO:0005488","GO:0043226, GO:0016020, GO:0005622"
Q9D6F9,TBB4A_MOUSE,Tubulin beta-4A chain,Mus musculus (Mouse),"GO:0065007, GO:0009987",Medulla,"GO:0003824, GO:0005488, GO:0005198","GO:0043226, GO:0042995, GO:0044297, GO:0099080"
P17427,AP2A2_MOUSE,AP-2 complex subunit alpha-2,Mus musculus (Mouse),"GO:0051179, GO:0065007, GO:0009987",Medulla,"GO:0005488, GO:0060090","GO:0043226, GO:0098796"
Q99104,MYO5A_MOUSE,Unconventional myosin-Va,Mus musculus (Mouse),"GO:0065007, GO:0051179, GO:0023052, GO:0050896, GO:0032502, GO:0009987, GO:0040011, GO:0043473, GO:0008152, GO:0032501",Medulla,"GO:0003824, GO:0005488","GO:0043226, GO:0044297, GO:0099080, GO:0016459, GO:0005622, GO:0030054, GO:0042995"
P63328,PP2BA_MOUSE,Serine/threonine-protein phosphatase 2B catalytic subunit alpha isoform,Mus musculus (Mouse),"GO:0065007, GO:0051179, GO:0050896, GO:0032502, GO:0009987, GO:0008152, GO:0032501",Medulla,"GO:0003824, GO:0005488","GO:0043226, GO:0140535, GO:0016020, GO:0005622, GO:0098794, GO:0098552, GO:0030054, GO:1902494, GO:0042995"
O55143,FT,Sarcoplasmic/endoplasmic reticulum calcium ATPase 2,Mus musculus (Mouse),"GO:0065007, GO:0051179, GO:0050896, GO:0009987, GO:0032501",Medulla,"GO:0003824, GO:0005215, GO:0005488","GO:0043226, GO:0016020, GO:0005622, GO:0019898, GO:0030054, GO:0042995, GO:0098796, GO:1990351"
Q61303,ANK1_MOUSE,Ankyrin-1,Mus musculus (Mouse),"GO:0065007, GO:0051179, GO:0032502, GO:0009987, GO:0008152",Medulla,"GO:0005488, GO:0060090","GO:0043226, GO:0016020, GO:0005622, GO:0098552, GO:0031256, GO:0042995"
Q9D0F9,PGM1_MOUSE,Phosphoglucomutase-1,Mus musculus (Mouse),GO:0008152,Medulla,"GO:0003824, GO:0005488",
Q64433,CH10_MOUSE,"10 kDa heat shock protein, mitochondrial",Mus musculus (Mouse),GO:0009987,Medulla,GO:0005488,"GO:0031974, GO:0043226, GO:0005622"
O55042,SYUA_MOUSE,Alpha-synuclein,Mus musculus (Mouse),"GO:0065007, GO:0023052, GO:0051179, GO:0007610, GO:0050896, GO:0032502, GO:0009987, GO:0002376, GO:0008152, GO:0032501",Medulla,"GO:0003824, GO:0005488, GO:0098772","GO:0098793, GO:0043226, GO:0005737, GO:0044297, GO:0099080, GO:0044306, GO:0016020, GO:0005622, GO:0031974, GO:0030427, GO:0030054, GO:0042995"
Q02053,UBA1_MOUSE,Ubiquitin-like modifier-activating enzyme 1,Mus musculus (Mouse),"GO:0008152, GO:0009987, GO:0050896",Medulla,"GO:0003824, GO:0005488","GO:0043226, GO:0016020, GO:0005622, GO:0000785, GO:0030054"
Q9Z2D6,MECP2_MOUSE,Methyl-CpG-binding protein 2,Mus musculus (Mouse),"GO:0051179, GO:0065007, GO:0007610, GO:0023052, GO:0051703, GO:0050896, GO:0032502, GO:0009987, GO:0008152, GO:0044419, GO:0032501",Medulla,"GO:0005488, GO:0140110, GO:0098772","GO:0043226, GO:0005815, GO:0005622, GO:0000785, GO:0030054"
