Uniprot Entry,Accession Name,Protein Name,Organism,Brain Parts,Biological Process,Molecular Function,Cellular Component
E9PY46,IF140_MOUSE,Intraflagellar transport protein 140 homolog (WD and tetratricopeptide repeats protein 2),Mus musculus (Mouse),['Olfactory Bulb'],[],[],[]
Q9DB07,IFT46_MOUSE,Intraflagellar transport protein 46 homolog,Mus musculus (Mouse),['Olfactory Bulb'],[],[],[]
P01872,IGHM_MOUSE,Immunoglobulin heavy constant mu [Cleaved into: Mu' chain (55 kDa mu' chain)],Mus musculus (Mouse),['Olfactory Bulb'],[],[],[]
Q6ZQA6,IGSF3_MOUSE,Immunoglobulin superfamily member 3 (IgSF3),Mus musculus (Mouse),"['Olfactory Bulb', 'Thalamus', 'Cerebellum', 'Medulla']",[],[],[]
P50096,IMDH1_MOUSE,Inosine-5'-monophosphate dehydrogenase 1 (IMP dehydrogenase 1) (IMPD 1) (IMPDH 1) (EC 1.1.1.205) (IMPDH-I),Mus musculus (Mouse),"['Olfactory Bulb', 'Cortex']",[],[],[]
P46660,AINX_MOUSE,Alpha-internexin (Alpha-Inx) (66 kDa neurofilament protein) (NF-66) (Neurofilament-66),Mus musculus (Mouse),['Olfactory Bulb'],[],[],[]
Q6P1Y8,INP4B_MOUSE,"Type II inositol 3,4-bisphosphate 4-phosphatase (EC 3.1.3.66) (Inositol polyphosphate 4-phosphatase type II)",Mus musculus (Mouse),['Olfactory Bulb'],[],[],[]
P59644,PI5PA_MOUSE,"Phosphatidylinositol 4,5-bisphosphate 5-phosphatase A (EC 3.1.3.56) (Inositol polyphosphate 5-phosphatase J)",Mus musculus (Mouse),['Olfactory Bulb'],[],[],[]
Q7TPD0,INT3_MOUSE,Integrator complex subunit 3 (Int3) (SOSS complex subunit A) (Sensor of single-strand DNA complex subunit A) (SOSS-A) (Sensor of ssDNA subunit A),Mus musculus (Mouse),['Olfactory Bulb'],[],[],[]
Q9JKF1,IQGA1_MOUSE,Ras GTPase-activating-like protein IQGAP1,Mus musculus (Mouse),"['Olfactory Bulb', 'Cerebellum', 'Medulla']",[],[],[]
Q3UQ44,IQGA2_MOUSE,Ras GTPase-activating-like protein IQGAP2,Mus musculus (Mouse),"['Olfactory Bulb', 'Cortex', 'Cerebellum', 'Medulla', 'Hippocampus']",[],[],[]
Q60766,IRGM1_MOUSE,Immunity-related GTPase family M protein 1 (EC 3.6.5.-) (Interferon-inducible GTPase 3) (Interferon-inducible protein 1) (LPS-stimulated RAW 264.7 macrophage protein 47) (LRG-47),Mus musculus (Mouse),"['Olfactory Bulb', 'Cerebellum']",[],[],[]
P81122,IRS2_MOUSE,Insulin receptor substrate 2 (IRS-2) (4PS),Mus musculus (Mouse),['Olfactory Bulb'],[],[],[]
Q64339,ISG15_MOUSE,Ubiquitin-like protein ISG15 (Interferon-induced 15 kDa protein) (Interferon-induced 17 kDa protein) (IP17) (Ubiquitin cross-reactive protein),Mus musculus (Mouse),['Olfactory Bulb'],[],[],[]
Q6GU68,ISLR_MOUSE,Immunoglobulin superfamily containing leucine-rich repeat protein,Mus musculus (Mouse),['Olfactory Bulb'],[],[],[]
Q91V64,ISOC1_MOUSE,Isochorismatase domain-containing protein 1,Mus musculus (Mouse),['Olfactory Bulb'],[],[],[]
Q61702,ITIH1_MOUSE,Inter-alpha-trypsin inhibitor heavy chain H1 (ITI heavy chain H1) (ITI-HC1) (Inter-alpha-inhibitor heavy chain 1),Mus musculus (Mouse),"['Olfactory Bulb', 'Cortex']",[],[],[]
Q9Z1P7,KANK3_MOUSE,KN motif and ankyrin repeat domain-containing protein 3 (Ankyrin repeat domain-containing protein 47),Mus musculus (Mouse),['Olfactory Bulb'],[],[],[]
P63143,KCAB1_MOUSE,Voltage-gated potassium channel subunit beta-1 (EC 1.1.1.-) (K(+) channel subunit beta-1) (Kv-beta-1),Mus musculus (Mouse),"['Olfactory Bulb', 'Cortex']",[],[],[]
Q9JJ57,KCIP1_MOUSE,Kv channel-interacting protein 1 (KChIP1) (A-type potassium channel modulatory protein 1) (Potassium channel-interacting protein 1),Mus musculus (Mouse),['Olfactory Bulb'],[],[],[]
P52189,KCNJ4_MOUSE,"Inward rectifier potassium channel 4 (Inward rectifier K(+) channel Kir2.3) (IRK-3) (Potassium channel, inwardly rectifying subfamily J member 4)",Mus musculus (Mouse),"['Olfactory Bulb', 'Cortex', 'Medulla']",[],[],[]
Q50H33,KCTD8_MOUSE,BTB/POZ domain-containing protein KCTD8,Mus musculus (Mouse),"['Olfactory Bulb', 'Cerebellum']",[],[],[]
Q6ZQ88,KDM1A_MOUSE,Lysine-specific histone demethylase 1A (EC 1.14.99.66) (BRAF35-HDAC complex protein BHC110) (Flavin-containing amine oxidase domain-containing protein 2),Mus musculus (Mouse),['Olfactory Bulb'],[],[],[]
Q7TSU7,KIRR2_MOUSE,Kin of IRRE-like protein 2 (Kin of irregular chiasm-like protein 2),Mus musculus (Mouse),['Olfactory Bulb'],[],[],[]
Q91W40,KLC3_MOUSE,Kinesin light chain 3,Mus musculus (Mouse),['Olfactory Bulb'],[],[],[]
Q8K0Y2,KT33A_MOUSE,"Keratin, type I cuticular Ha3-I (Hair keratin, type I Ha3-I) (Keratin-33A) (K33A)",Mus musculus (Mouse),"['Olfactory Bulb', 'Cortex']",[],[],[]
Q8CD19,LANC3_MOUSE,LanC-like protein 3,Mus musculus (Mouse),['Olfactory Bulb'],[],[],[]
Q5XJE5,LEO1_MOUSE,RNA polymerase-associated protein LEO1,Mus musculus (Mouse),"['Olfactory Bulb', 'Cerebellum']",[],[],[]
Q3TJ91,L2GL2_MOUSE,LLGL scribble cell polarity complex component 2 (Lethal giant larvae-like protein 2) (Lethal(2) giant larvae protein homolog 2),Mus musculus (Mouse),['Olfactory Bulb'],[],[],[]
Q8C129,LCAP_MOUSE,Leucyl-cystinyl aminopeptidase (Cystinyl aminopeptidase) (EC 3.4.11.3) (Oxytocinase) (OTase),Mus musculus (Mouse),"['Olfactory Bulb', 'Medulla']",[],[],[]
Q9ESE1,LRBA_MOUSE,Lipopolysaccharide-responsive and beige-like anchor protein (Beige-like protein),Mus musculus (Mouse),"['Olfactory Bulb', 'Cerebellum', 'Medulla']",[],[],[]
Q924X6,LRP8_MOUSE,Low-density lipoprotein receptor-related protein 8 (LRP-8) (Apolipoprotein E receptor 2),Mus musculus (Mouse),"['Olfactory Bulb', 'Medulla']",[],[],[]
P25911,LYN_MOUSE,Tyrosine-protein kinase Lyn (EC 2.7.10.2) (V-yes-1 Yamaguchi sarcoma viral related oncogene homolog) (p53Lyn) (p56Lyn),Mus musculus (Mouse),"['Olfactory Bulb', 'Cortex', 'Medulla']",[],[],[]
A2AHG0,LZTS3_MOUSE,Leucine zipper putative tumor suppressor 3 (ProSAP-interacting protein 1) (ProSAPiP1),Mus musculus (Mouse),"['Olfactory Bulb', 'Cortex', 'Medulla']",[],[],[]
E9Q3S4,M3K19_MOUSE,Mitogen-activated protein kinase kinase kinase 19 (EC 2.7.11.1) (SPS1/STE20-related protein kinase YSK4),Mus musculus (Mouse),['Olfactory Bulb'],[],[],[]
Q80Y86,MK15_MOUSE,Mitogen-activated protein kinase 15 (MAP kinase 15) (MAPK 15) (EC 2.7.11.24) (Extracellular signal-regulated kinase 7) (ERK-7) (Extracellular signal-regulated kinase 8) (ERK-8),Mus musculus (Mouse),"['Olfactory Bulb', 'Cortex', 'Cerebellum']",[],[],[]
P10637,TAU_MOUSE,Microtubule-associated protein tau (Neurofibrillary tangle protein) (Paired helical filament-tau) (PHF-tau),Mus musculus (Mouse),"['Olfactory Bulb', 'Cortex', 'Cerebellum']",[],[],[]
Q0PMG2,MDGA1_MOUSE,MAM domain-containing glycosylphosphatidylinositol anchor protein 1,Mus musculus (Mouse),"['Olfactory Bulb', 'Hippocampus']",[],[],[]
Q60954,MEIS1_MOUSE,Homeobox protein Meis1 (Myeloid ecotropic viral integration site 1),Mus musculus (Mouse),"['Olfactory Bulb', 'Hippocampus']",[],[],[]
P97367,MEIS2_MOUSE,Homeobox protein Meis2 (Meis1-related protein 1),Mus musculus (Mouse),['Olfactory Bulb'],[],[],[]
Q9Z120,TRMB_MOUSE,tRNA (guanine-N(7)-)-methyltransferase (EC 2.1.1.33) (Methyltransferase-like protein 1) (mRNA (guanine-N(7)-)-methyltransferase) (EC 2.1.1.-) (miRNA (guanine-N(7)-)-methyltransferase) (EC 2.1.1.-) (tRNA (guanine(46)-N(7))-methyltransferase) (tRNA(m7G46)-methyltransferase),Mus musculus (Mouse),['Olfactory Bulb'],[],[],[]
Q9D071,MMS19_MOUSE,MMS19 nucleotide excision repair protein homolog (MET18 homolog) (MMS19-like protein),Mus musculus (Mouse),"['Olfactory Bulb', 'Medulla']",[],[],[]
Q9R0Q4,MO4L2_MOUSE,Mortality factor 4-like protein 2 (MORF-related gene X protein) (Sid 393) (Transcription factor-like protein MRGX),Mus musculus (Mouse),['Olfactory Bulb'],[],[],[]
Q9R0Q9,MPU1_MOUSE,Mannose-P-dolichol utilization defect 1 protein (Suppressor of Lec15 and Lec35 glycosylation mutation homolog) (SL15),Mus musculus (Mouse),"['Olfactory Bulb', 'Medulla']",[],[],[]
Q64449,MRC2_MOUSE,C-type mannose receptor 2 (Lectin lambda) (Macrophage mannose receptor 2) (CD antigen CD280),Mus musculus (Mouse),['Olfactory Bulb'],[],[],[]
P43247,MSH2_MOUSE,DNA mismatch repair protein Msh2 (MutS protein homolog 2),Mus musculus (Mouse),['Olfactory Bulb'],[],[],[]
Q8C160,MSLNL_MOUSE,Mesothelin-like protein (Pre-pro-megakaryocyte-potentiating-factor-like),Mus musculus (Mouse),['Olfactory Bulb'],[],[],[]
P28665,MUG1_MOUSE,Murinoglobulin-1 (MuG1),Mus musculus (Mouse),"['Olfactory Bulb', 'Cerebellum']",[],[],[]
Q99JF5,MVD1_MOUSE,Diphosphomevalonate decarboxylase (EC 4.1.1.33) (Mevalonate (diphospho)decarboxylase) (MDDase) (Mevalonate pyrophosphate decarboxylase),Mus musculus (Mouse),"['Olfactory Bulb', 'Cerebellum']",[],[],[]
P09922,MX1B_MOUSE,Interferon-induced GTP-binding protein Mx1 (Influenza resistance protein) (Myxoma resistance protein 1) (Myxovirus resistance protein 1),Mus musculus (Mouse),"['Olfactory Bulb', 'Cerebellum', 'Medulla']",[],[],[]
Q3UD61,MX1_MOUSE,Protein Mx1,Mus musculus (Mouse),"['Olfactory Bulb', 'Cerebellum', 'Medulla']",[],[],[]
Q9WTI7,MYO1C_MOUSE,Unconventional myosin-Ic (Myosin I beta) (MMI-beta) (MMIb),Mus musculus (Mouse),"['Olfactory Bulb', 'Medulla']",[],[],[]
Q64331,MYO6_MOUSE,Unconventional myosin-VI (Protein twist) (Unconventional myosin-6),Mus musculus (Mouse),"['Olfactory Bulb', 'Cortex']",[],[],[]
Q3UYV9,NCBP1_MOUSE,Nuclear cap-binding protein subunit 1 (80 kDa nuclear cap-binding protein) (CBP80) (NCBP 80 kDa subunit),Mus musculus (Mouse),"['Olfactory Bulb', 'Medulla']",[],[],[]
Q8C4W3,NRN1L_MOUSE,Neuritin-like protein (Candidate plasticity gene 15-2 protein),Mus musculus (Mouse),['Olfactory Bulb'],[],[],[]
P97333,NRP1_MOUSE,Neuropilin-1 (A5 protein) (CD antigen CD304),Mus musculus (Mouse),"['Olfactory Bulb', 'Cerebellum', 'Medulla', 'Hippocampus']",[],[],[]
O35375,NRP2_MOUSE,Neuropilin-2 (Vascular endothelial cell growth factor 165 receptor 2),Mus musculus (Mouse),"['Olfactory Bulb', 'Cerebellum']",[],[],[]
A6H603,NWD1_MOUSE,NACHT domain- and WD repeat-containing protein 1,Mus musculus (Mouse),['Olfactory Bulb'],[],[],[]
P11928,OAS1A_MOUSE,2'-5'-oligoadenylate synthase 1A ((2-5')oligo(A) synthase 1A) (2-5A synthase 1A) (EC 2.7.7.84) (p42 OAS),Mus musculus (Mouse),['Olfactory Bulb'],[],[],[]
Q63912,OMGP_MOUSE,Oligodendrocyte-myelin glycoprotein,Mus musculus (Mouse),['Olfactory Bulb'],[],[],[]
Q8BHW2,OSCP1_MOUSE,Protein OSCP1,Mus musculus (Mouse),['Olfactory Bulb'],[],[],[]
Q8BWU5,OSGEP_MOUSE,Probable tRNA N6-adenosine threonylcarbamoyltransferase (EC 2.3.1.234) (N6-L-threonylcarbamoyladenine synthase) (t(6)A synthase) (O-sialoglycoprotein endopeptidase) (t(6)A37 threonylcarbamoyladenosine biosynthesis protein Osgep) (tRNA threonylcarbamoyladenosine biosynthesis protein Osgep),Mus musculus (Mouse),"['Olfactory Bulb', 'Cortex']",[],[],[]
Q9JIP4,PANX1_MOUSE,Pannexin-1,Mus musculus (Mouse),"['Olfactory Bulb', 'Cortex', 'Hippocampus']",[],[],[]
Q61183,PAPOA_MOUSE,Poly(A) polymerase alpha (PAP-alpha) (EC 2.7.7.19) (Polynucleotide adenylyltransferase),Mus musculus (Mouse),['Olfactory Bulb'],[],[],[]
P41778,PBX1_MOUSE,Pre-B-cell leukemia transcription factor 1 (Homeobox protein PBX1),Mus musculus (Mouse),['Olfactory Bulb'],[],[],[]
P57722,PCBP3_MOUSE,Poly(rC)-binding protein 3 (Alpha-CP3),Mus musculus (Mouse),['Olfactory Bulb'],[],[],[]
P59114,CAPAM_MOUSE,mRNA (2'-O-methyladenosine-N(6)-)-methyltransferase (EC 2.1.1.62) (Cap-specific adenosine methyltransferase) (CAPAM) (Phosphorylated CTD-interacting factor 1),Mus musculus (Mouse),"['Olfactory Bulb', 'Medulla']",[],[],[]
Q6ZWS8,SPOP_MOUSE,Speckle-type POZ protein (HIB homolog 1) (PDX-1 C-terminal-interacting factor 1),Mus musculus (Mouse),"['Olfactory Bulb', 'Medulla']",[],[],[]
Q9QXV0,PCS1N_MOUSE,ProSAAS (IA-4) (Proprotein convertase subtilisin/kexin type 1 inhibitor) (Proprotein convertase 1 inhibitor) (pro-SAAS) [Cleaved into: KEP Big SAAS (b-SAAS) Little SAAS (l-SAAS) Big PEN-LEN (b-PEN-LEN) (SAAS CT(1-49)) PEN PEN-20 PEN-19 Little LEN (l-LEN) Big LEN (b-LEN) (SAAS CT(25-40))],Mus musculus (Mouse),"['Olfactory Bulb', 'Thalamus', 'Medulla']",[],[],[]
P53808,PPCT_MOUSE,Phosphatidylcholine transfer protein (PC-TP) (START domain-containing protein 2) (StARD2) (StAR-related lipid transfer protein 2),Mus musculus (Mouse),['Olfactory Bulb'],[],[],[]
Q8CA95,PDE10_MOUSE,"cAMP and cAMP-inhibited cGMP 3',5'-cyclic phosphodiesterase 10A (EC 3.1.4.17) (EC 3.1.4.35)",Mus musculus (Mouse),"['Olfactory Bulb', 'Cortex', 'Medulla']",[],[],[]
Q64338,PDE1C_MOUSE,"Calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase 1C (Cam-PDE 1C) (3',5'-cyclic-AMP phosphodiesterase) (EC 3.1.4.-) (3',5'-cyclic-GMP phosphodiesterase) (EC 3.1.4.35)",Mus musculus (Mouse),"['Olfactory Bulb', 'Cortex', 'Thalamus', 'Medulla']",[],[],[]
O89084,PDE4A_MOUSE,"cAMP-specific 3',5'-cyclic phosphodiesterase 4A (EC 3.1.4.53)",Mus musculus (Mouse),"['Olfactory Bulb', 'Cortex', 'Cerebellum', 'Medulla']",[],[],[]
Q9QXQ1,PDE7B_MOUSE,"cAMP-specific 3',5'-cyclic phosphodiesterase 7B (EC 3.1.4.53)",Mus musculus (Mouse),['Olfactory Bulb'],[],[],[]
Q4VA53,PDS5B_MOUSE,Sister chromatid cohesion protein PDS5 homolog B (Androgen-induced proliferation inhibitor) (Androgen-induced prostate proliferative shutoff-associated protein AS3),Mus musculus (Mouse),"['Olfactory Bulb', 'Medulla']",[],[],[]
Q2M3X8,PHAR1_MOUSE,Phosphatase and actin regulator 1,Mus musculus (Mouse),"['Olfactory Bulb', 'Cortex']",[],[],[]
Q9ERS5,PKHA2_MOUSE,Pleckstrin homology domain-containing family A member 2 (PH domain-containing family A member 2) (PH domain-containing adaptor PHAD47) (Tandem PH domain-containing protein 2) (TAPP-2),Mus musculus (Mouse),"['Olfactory Bulb', 'Cerebellum']",[],[],[]
Q9D3P8,PLRKT_MOUSE,Plasminogen receptor (KT) (Plg-R(KT)),Mus musculus (Mouse),"['Olfactory Bulb', 'Medulla']",[],[],[]
Q9JIZ9,PLS3_MOUSE,Phospholipid scramblase 3 (PL scramblase 3) (Ca(2+)-dependent phospholipid scramblase 3),Mus musculus (Mouse),"['Olfactory Bulb', 'Cerebellum']",[],[],[]
P70208,PLXA3_MOUSE,Plexin-A3,Mus musculus (Mouse),['Olfactory Bulb'],[],[],[]
Q8BZH4,POGZ_MOUSE,Pogo transposable element with ZNF domain,Mus musculus (Mouse),"['Olfactory Bulb', 'Cortex', 'Medulla']",[],[],[]
Q9QZM2,DPOG2_MOUSE,"DNA polymerase subunit gamma-2, mitochondrial (DNA polymerase gamma accessory 55 kDa subunit) (p55) (Mitochondrial DNA polymerase accessory subunit) (MtPolB) (PolG-beta)",Mus musculus (Mouse),['Olfactory Bulb'],[],[],[]
P52430,PON1_MOUSE,Serum paraoxonase/arylesterase 1 (PON 1) (EC 3.1.1.2) (EC 3.1.1.81) (EC 3.1.8.1) (Aromatic esterase 1) (A-esterase 1) (Serum aryldialkylphosphatase 1),Mus musculus (Mouse),['Olfactory Bulb'],[],[],[]
Q62087,PON3_MOUSE,Serum paraoxonase/lactonase 3 (EC 3.1.1.2) (EC 3.1.1.81) (EC 3.1.8.1),Mus musculus (Mouse),['Olfactory Bulb'],[],[],[]
Q62084,PP14B_MOUSE,Protein phosphatase 1 regulatory subunit 14B (Phosphatase holoenzyme inhibitor 1) (PHI-1) (Phospholipase C-beta-3 neighbouring gene protein),Mus musculus (Mouse),['Olfactory Bulb'],[],[],[]
Q60829,PPR1B_MOUSE,Protein phosphatase 1 regulatory subunit 1B (DARPP-32) (Dopamine- and cAMP-regulated neuronal phosphoprotein),Mus musculus (Mouse),"['Olfactory Bulb', 'Cortex']",[],[],[]
P48455,PP2BC_MOUSE,"Serine/threonine-protein phosphatase 2B catalytic subunit gamma isoform (EC 3.1.3.16) (CAM-PRP catalytic subunit) (Calcineurin, testis-specific catalytic subunit) (Calmodulin-dependent calcineurin A subunit gamma isoform)",Mus musculus (Mouse),['Olfactory Bulb'],[],[],[]
O54990,PROM1_MOUSE,Prominin-1 (Antigen AC133 homolog) (Prominin-like protein 1) (CD antigen CD133),Mus musculus (Mouse),"['Olfactory Bulb', 'Cortex', 'Medulla']",[],[],[]
P28063,PSB8_MOUSE,Proteasome subunit beta type-8 (EC 3.4.25.1) (Low molecular mass protein 7) (Macropain subunit C13) (Multicatalytic endopeptidase complex subunit C13) (Proteasome component C13) (Proteasome subunit beta-5i),Mus musculus (Mouse),['Olfactory Bulb'],[],[],[]
Q9CZH3,PSMG3_MOUSE,Proteasome assembly chaperone 3 (PAC-3) (mPAC3),Mus musculus (Mouse),"['Olfactory Bulb', 'Medulla']",[],[],[]
Q9D0J8,PTMS_MOUSE,Parathymosin,Mus musculus (Mouse),"['Olfactory Bulb', 'Cerebellum', 'Medulla']",[],[],[]
Q6NZK8,PTPC1_MOUSE,Protein tyrosine phosphatase domain-containing protein 1 (EC 3.1.3.-),Mus musculus (Mouse),['Olfactory Bulb'],[],[],[]
E9Q612,PTPRO_MOUSE,Receptor-type tyrosine-protein phosphatase O (R-PTP-O) (EC 3.1.3.48) (Glomerular epithelial protein 1) (Protein tyrosine phosphatase U2) (PTP-U2) (PTPase U2),Mus musculus (Mouse),"['Olfactory Bulb', 'Medulla']",[],[],[]
Q9CZT8,RAB3B_MOUSE,Ras-related protein Rab-3B,Mus musculus (Mouse),"['Olfactory Bulb', 'Medulla']",[],[],[]
E9Q9D5,RBL2A_MOUSE,Rab-like protein 2A,Mus musculus (Mouse),['Olfactory Bulb'],[],[],[]
Q61550,RAD21_MOUSE,Double-strand-break repair protein rad21 homolog (mHR21) (Pokeweed agglutinin-binding protein 29) (PW29) (SCC1 homolog) [Cleaved into: 64-kDa C-terminal product (64-kDa carboxy-terminal product)],Mus musculus (Mouse),"['Olfactory Bulb', 'Cortex', 'Cerebellum']",[],[],[]
A2ALS5,RPGP1_MOUSE,Rap1 GTPase-activating protein 1 (Rap1GAP) (Rap1GAP1) (ARPP-90),Mus musculus (Mouse),"['Olfactory Bulb', 'Cortex', 'Cerebellum', 'Medulla']",[],[],[]
Q3UZA1,CPZIP_MOUSE,CapZ-interacting protein (Protein kinase substrate CapZIP),Mus musculus (Mouse),"['Olfactory Bulb', 'Thalamus']",[],[],[]
Q9DC04,RGS3_MOUSE,Regulator of G-protein signaling 3 (RGS3) (C2PA),Mus musculus (Mouse),"['Olfactory Bulb', 'Hippocampus']",[],[],[]
Q80XE1,RIC8B_MOUSE,Synembryn-B (Protein Ric-8B),Mus musculus (Mouse),"['Olfactory Bulb', 'Cortex']",[],[],[]
Q9Z275,RLBP1_MOUSE,Retinaldehyde-binding protein 1 (Cellular retinaldehyde-binding protein),Mus musculus (Mouse),['Olfactory Bulb'],[],[],[]
Q7TPD3,ROBO2_MOUSE,Roundabout homolog 2,Mus musculus (Mouse),"['Olfactory Bulb', 'Medulla']",[],[],[]
Q9EPK2,XRP2_MOUSE,Protein XRP2,Mus musculus (Mouse),['Olfactory Bulb'],[],[],[]
P47708,RP3A_MOUSE,Rabphilin-3A (Exophilin-1),Mus musculus (Mouse),['Olfactory Bulb'],[],[],[]
Q9DBG6,RPN2_MOUSE,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2 (Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 63 kDa subunit) (Ribophorin II) (RPN-II) (Ribophorin-2),Mus musculus (Mouse),"['Olfactory Bulb', 'Cortex', 'Medulla', 'Hippocampus']",[],[],[]
O88796,RPP30_MOUSE,Ribonuclease P protein subunit p30 (RNaseP protein p30) (EC 3.1.26.5) (RNase P subunit 2),Mus musculus (Mouse),['Olfactory Bulb'],[],[],[]
Q8VIG3,RSPH1_MOUSE,Radial spoke head 1 homolog (Male meiotic metaphase chromosome-associated acidic protein) (Meichroacidin) (Testis-specific gene A2 protein),Mus musculus (Mouse),['Olfactory Bulb'],[],[],[]
Q8BYM7,RSH4A_MOUSE,Radial spoke head protein 4 homolog A (Radial spoke head-like protein 3),Mus musculus (Mouse),"['Olfactory Bulb', 'Thalamus']",[],[],[]
Q9D9V4,RSPH9_MOUSE,Radial spoke head protein 9 homolog,Mus musculus (Mouse),['Olfactory Bulb'],[],[],[]
Q9ES97,RTN3_MOUSE,Reticulon-3,Mus musculus (Mouse),"['Olfactory Bulb', 'Cortex', 'Cerebellum', 'Medulla']",[],[],[]
Q8C8C1,RTP1_MOUSE,Receptor-transporting protein 1,Mus musculus (Mouse),['Olfactory Bulb'],[],[],[]
Q80ZI2,RTP2_MOUSE,Receptor-transporting protein 2,Mus musculus (Mouse),['Olfactory Bulb'],[],[],[]
Q8CCI5,RYBP_MOUSE,RING1 and YY1-binding protein (Death effector domain-associated factor) (DED-associated factor),Mus musculus (Mouse),['Olfactory Bulb'],[],[],[]
P63084,S10A5_MOUSE,Protein S100-A5 (Protein S-100D) (S100 calcium-binding protein A5),Mus musculus (Mouse),['Olfactory Bulb'],[],[],[]
P27005,S10A8_MOUSE,Protein S100-A8 (Calgranulin-A) (Chemotactic cytokine CP-10) (Leukocyte L1 complex light chain) (Migration inhibitory factor-related protein 8) (MRP-8) (p8) (Pro-inflammatory S100 cytokine) (S100 calcium-binding protein A8),Mus musculus (Mouse),['Olfactory Bulb'],[],[],[]
P31725,S10A9_MOUSE,Protein S100-A9 (Calgranulin-B) (Leukocyte L1 complex heavy chain) (Migration inhibitory factor-related protein 14) (MRP-14) (p14) (S100 calcium-binding protein A9),Mus musculus (Mouse),['Olfactory Bulb'],[],[],[]
Q9ERN0,SCAM2_MOUSE,Secretory carrier-associated membrane protein 2 (Secretory carrier membrane protein 2),Mus musculus (Mouse),"['Olfactory Bulb', 'Medulla']",[],[],[]
Q91WD9,SEGN_MOUSE,Secretagogin,Mus musculus (Mouse),"['Olfactory Bulb', 'Cortex']",[],[],[]
Q8BHK2,SCN3B_MOUSE,Sodium channel subunit beta-3,Mus musculus (Mouse),['Olfactory Bulb'],[],[],[]
Q62205,SCN9A_MOUSE,Sodium channel protein type 9 subunit alpha (Peripheral sodium channel 1) (PN1) (Sodium channel protein type IX subunit alpha) (Voltage-gated sodium channel subunit alpha Nav1.7),Mus musculus (Mouse),['Olfactory Bulb'],[],[],[]
Q6NZL8,SCUB1_MOUSE,"Signal peptide, CUB and EGF-like domain-containing protein 1",Mus musculus (Mouse),"['Olfactory Bulb', 'Cortex']",[],[],[]
A8Y5H7,S14L1_MOUSE,SEC14-like protein 1,Mus musculus (Mouse),['Olfactory Bulb'],[],[],[]
Q3U213,SRAC1_MOUSE,Protein SERAC1 (Serine active site-containing protein 1),Mus musculus (Mouse),"['Olfactory Bulb', 'Medulla']",[],[],[]
Q00896,A1AT3_MOUSE,Alpha-1-antitrypsin 1-3 (Alpha-1 protease inhibitor 3) (Alpha-1 protease inhibitor 6) (Alpha-1-antitrypsin 1-6) (Serine protease inhibitor 1-3) (Serine protease inhibitor 1-6) (Serine protease inhibitor A1c) (Serpin A1c),Mus musculus (Mouse),"['Olfactory Bulb', 'Cortex', 'Medulla']",[],[],[]
Q00898,A1AT5_MOUSE,Alpha-1-antitrypsin 1-5 (Alpha-1 protease inhibitor 5) (Serine protease inhibitor 1-5) (Serine protease inhibitor A1e) (Serpin A1e),Mus musculus (Mouse),"['Olfactory Bulb', 'Cerebellum']",[],[],[]
Q03734,SPA3M_MOUSE,Serine protease inhibitor A3M (Serpin A3M),Mus musculus (Mouse),"['Olfactory Bulb', 'Cortex']",[],[],[]
P12388,PAI2_MOUSE,"Plasminogen activator inhibitor 2, macrophage (PAI-2) (Serpin B2)",Mus musculus (Mouse),"['Olfactory Bulb', 'Cortex']",[],[],[]
Q07235,GDN_MOUSE,Glia-derived nexin (GDN) (Peptidase inhibitor 7) (PI-7) (Protease nexin 1) (PN-1) (Protease nexin I) (Serine protease-inhibitor 4) (Serpin E2),Mus musculus (Mouse),['Olfactory Bulb'],[],[],[]
P97298,PEDF_MOUSE,Pigment epithelium-derived factor (PEDF) (Caspin) (Serpin F1) (Stromal cell-derived factor 3) (SDF-3),Mus musculus (Mouse),['Olfactory Bulb'],[],[],[]
