Uniprot Entry,Accession Name,Organism,Keywords,GO Cellular Components,GO ID CC,GO Molecular Function,GO ID MF,GO Biological Process,GO ID BP,Name
A2AMQ5,A2AMQ5_MOUSE,Mus musculus (Mouse),"Lipid metabolism {ECO:0000256|ARBA:ARBA00023209,, Transferase {ECO:0000256|ARBA:ARBA00022695, ECO:0000256|PIRNR:PIRNR018269,, Proteomics identification {ECO:0000213|EPD:A2AMQ5,, ECO:0000256|RuleBase:RU003938}, ECO:0000213|MaxQB:A2AMQ5, ECO:0000213|PeptideAtlas:A2AMQ5}, ECO:0000256|PIRNR:PIRNR018269, ECO:0000256|RuleBase:RU003938}, Reference proteome {ECO:0000313|Proteomes:UP000000589}, Transmembrane helix {ECO:0000256|ARBA:ARBA00022989,, Nucleotidyltransferase {ECO:0000256|ARBA:ARBA00022695,, ECO:0000256|PIRNR:PIRNR018269}, Phospholipid metabolism {ECO:0000256|ARBA:ARBA00023209,, Membrane {ECO:0000256|ARBA:ARBA00022989, ECO:0000256|PIRNR:PIRNR018269}, Transmembrane {ECO:0000256|ARBA:ARBA00022989,, Phospholipid biosynthesis {ECO:0000256|ARBA:ARBA00023209,, Lipid biosynthesis {ECO:0000256|ARBA:ARBA00023209,",integral component of membrane IEA,GO:0016021,phosphatidate cytidylyltransferase activity IEA,GO:0004605,CDP-diacylglycerol biosynthetic process IEA,GO:0016024,"Phosphatidate cytidylyltransferase {ECO:0000256|ARBA:ARBA00012487, ECO:0000256|PIRNR:PIRNR018269, ECO:0000256|RuleBase:RU003938}"
A2AP32,A2AP32_MOUSE,Mus musculus (Mouse),"Transmembrane {ECO:0000256|ARBA:ARBA00022989}, Proteomics identification {ECO:0000213|EPD:A2AP32,, ECO:0000213|MaxQB:A2AP32, ECO:0000213|PeptideAtlas:A2AP32}, Transport {ECO:0000256|ARBA:ARBA00022448}, Reference proteome {ECO:0000313|Proteomes:UP000000589}, Transmembrane helix {ECO:0000256|ARBA:ARBA00022989}, Membrane {ECO:0000256|ARBA:ARBA00022989}","integral component of membrane IEA, mitochondrial respiratory chain complex I IEA","GO:0016021, GO:0005747",,,"mitochondrial electron transport, NADH to ubiquinone IEA",GO:0006120,Complex I-B17 {ECO:0000256|ARBA:ARBA00015297}
A2AP93,A2AP93_MOUSE,Mus musculus (Mouse),"ECO:0000256|RuleBase:RU000304}, ECO:0000213|MaxQB:A2AP93, ECO:0000213|PeptideAtlas:A2AP93}, Transferase {ECO:0000256|ARBA:ARBA00022527, ECO:0000256|RuleBase:RU000304}, Proteomics identification {ECO:0000213|EPD:A2AP93,, Kinase {ECO:0000256|ARBA:ARBA00022527, ECO:0000256|RuleBase:RU000304}, Reference proteome {ECO:0000313|Proteomes:UP000000589}, Serine/threonine-protein kinase {ECO:0000256|ARBA:ARBA00022527,, Nucleotide-binding {ECO:0000256|ARBA:ARBA00022840,, ATP-binding {ECO:0000256|ARBA:ARBA00022840, ECO:0000256|RuleBase:RU000304}",,,"magnesium ion binding IEA, MAP kinase kinase kinase activity IEA, ATP binding IEA","GO:0004709, GO:0000287, GO:0005524",,,Mitogen-activated protein kinase kinase kinase 7 {ECO:0000256|ARBA:ARBA00017660}
A2APX3,A2APX3_MOUSE,Mus musculus (Mouse),"Reference proteome {ECO:0000313|Proteomes:UP000000589}, Signal {ECO:0000256|SAM:SignalP}, ECO:0000213|MaxQB:A2APX3, ECO:0000213|PeptideAtlas:A2APX3}, Proteomics identification {ECO:0000213|EPD:A2APX3,",,,cysteine-type endopeptidase inhibitor activity IEA,GO:0004869,,,
A2AQ50,A2AQ50_MOUSE,Mus musculus (Mouse),"Transmembrane {ECO:0000256|ARBA:ARBA00022989}, Ion transport {ECO:0000256|ARBA:ARBA00023201}, Proteomics identification {ECO:0000213|MaxQB:A2AQ50,, ECO:0000213|PeptideAtlas:A2AQ50}, Sodium transport {ECO:0000256|ARBA:ARBA00023201}, Reference proteome {ECO:0000313|Proteomes:UP000000589}, Sodium {ECO:0000256|ARBA:ARBA00023201}, Transport {ECO:0000256|ARBA:ARBA00022847, ECO:0000256|ARBA:ARBA00023201}, Transmembrane helix {ECO:0000256|ARBA:ARBA00022989}, Membrane {ECO:0000256|ARBA:ARBA00022989}, Symport {ECO:0000256|ARBA:ARBA00022847}","extracellular exosome IEA, integral component of membrane IEA","GO:0070062, GO:0016021",cation,GO:0015377,sodium ion transport IEA,GO:0006814,
A2AQA9,A2AQA9_MOUSE,Mus musculus (Mouse),"SH3 domain {ECO:0000256|ARBA:ARBA00022443, ECO:0000256|PROSITE-, Proteomics identification {ECO:0000213|MaxQB:A2AQA9}, ProRule:PRU00192}, Reference proteome {ECO:0000313|Proteomes:UP000000589}, Repeat {ECO:0000256|ARBA:ARBA00022737}","myofibril ISO, protein-containing complex ISO, contractile fiber IDA, striated muscle thin filament TAS, Z disc IDA","GO:0043292, GO:0030018, GO:0032991, GO:0030016, GO:0005865",actin filament binding IBA,GO:0051015,"sarcomere organization TAS, muscle fiber development IBA, cardiac muscle thin filament assembly IBA, regulation of actin filament length TAS","GO:0030832, GO:0048747, GO:0045214, GO:0071691",
A2AQE4,A2AQE4_MOUSE,Mus musculus (Mouse),"Reference proteome {ECO:0000313|Proteomes:UP000000589}, Proteomics identification {ECO:0000213|EPD:A2AQE4,, ECO:0000213|MaxQB:A2AQE4, ECO:0000213|PeptideAtlas:A2AQE4}","COP9 signalosome IEA, cytoplasm IEA","GO:0005737, GO:0008180",,,,,COP9 signalosome complex subunit 2 {ECO:0000256|ARBA:ARBA00014879}
Q8BVG9,VIP1_MOUSE,Mus musculus (Mouse)," Reference proteome, Membrane,  ATP-binding,  Phosphoprotein,  Cytoplasm, Alternative splicing, Transferase,  Cell membrane,  Nucleotide-binding,  Kinase","cytosol ISS, plasma membrane ISO","GO:0005886, GO:0005829","inositol-1,3,4,5,6-pentakisphosphate kinase activity ISS, inositol heptakisphosphate kinase activity IBA, inositol hexakisphosphate 5-kinase activity ISS, ATP binding ISS, diphosphoinositol-pentakisphosphate kinase activity ISS, inositol hexakisphosphate 1-kinase activity IEA, 5-diphosphoinositol pentakisphosphate 3-kinase activity IEA, inositol hexakisphosphate kinase activity ISO, inositol hexakisphosphate 3-kinase activity IEA","GO:0000828, GO:0005524, GO:0052724, GO:0033857, GO:0000829, GO:0000827, GO:0102092, GO:0000832, GO:0052723","inositol metabolic process ISS, inositol phosphate biosynthetic process IBA","GO:0006020, GO:0032958",Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase 1
A2ASW8,A2ASW8_MOUSE,Mus musculus (Mouse),"Coiled coil {ECO:0000256|SAM:Coils}, ECO:0000213|MaxQB:A2ASW8, ECO:0000213|PeptideAtlas:A2ASW8}, Reference proteome {ECO:0000313|Proteomes:UP000000589}, Proteomics identification {ECO:0000213|EPD:A2ASW8,, ECO:0000256|PROSITE-ProRule:PRU00168}, Guanine-nucleotide releasing factor {ECO:0000256|ARBA:ARBA00022658,",,,guanyl-nucleotide exchange factor activity IEA,GO:0005085,small GTPase mediated signal transduction IEA,GO:0007264,
A2AT02,A2AT02_MOUSE,Mus musculus (Mouse),"Proteomics identification {ECO:0000213|EPD:A2AT02,, Reference proteome {ECO:0000313|Proteomes:UP000000589}, ECO:0000213|MaxQB:A2AT02, ECO:0000213|PeptideAtlas:A2AT02}",Golgi stack IEA,GO:0005795,,,,,NSFL1 cofactor p47 {ECO:0000256|ARBA:ARBA00019548}
A2ATI9,A2ATI9_MOUSE,Mus musculus (Mouse),"Membrane {ECO:0000256|ARBA:ARBA00023136}, Proteomics identification {ECO:0000213|EPD:A2ATI9,, Golgi apparatus {ECO:0000256|ARBA:ARBA00023034}, Reference proteome {ECO:0000313|Proteomes:UP000000589}, Repeat {ECO:0000256|ARBA:ARBA00022737}, ECO:0000213|MaxQB:A2ATI9, ECO:0000213|PeptideAtlas:A2ATI9}","membrane IEA, Golgi apparatus IEA","GO:0005794, GO:0016020",,,,,
A2AUK8,A2AUK8_MOUSE,Mus musculus (Mouse),"Reference proteome {ECO:0000313|Proteomes:UP000000589}, Proteomics identification {ECO:0000213|EPD:A2AUK8,, ECO:0000213|MaxQB:A2AUK8, ECO:0000213|PeptideAtlas:A2AUK8}, Phosphoprotein {ECO:0000256|ARBA:ARBA00022553}",cytoskeleton IEA,GO:0005856,"actin binding IEA, structural molecule activity IEA","GO:0003779, GO:0005198",cortical actin cytoskeleton organization IEA,GO:0030866,
A2AV13,A2AV13_MOUSE,Mus musculus (Mouse),"G-protein coupled receptor {ECO:0000256|ARBA:ARBA00023040,, Sensory transduction {ECO:0000256|ARBA:ARBA00022725,, Transducer {ECO:0000256|ARBA:ARBA00023040, ECO:0000256|RuleBase:RU000688}, Receptor {ECO:0000256|ARBA:ARBA00023040, ECO:0000256|RuleBase:RU000688}, ECO:0000256|RuleBase:RU363047}, Reference proteome {ECO:0000313|Proteomes:UP000000589}, Transmembrane helix {ECO:0000256|ARBA:ARBA00022989,, Cell membrane {ECO:0000256|ARBA:ARBA00022475,, Membrane {ECO:0000256|ARBA:ARBA00022475, ECO:0000256|ARBA:ARBA00022989,, ECO:0000256|RuleBase:RU000688}, Transmembrane {ECO:0000256|ARBA:ARBA00022989,, Olfaction {ECO:0000256|ARBA:ARBA00022725, ECO:0000256|RuleBase:RU363047}","plasma membrane IEA, integral component of membrane ISA","GO:0016021, GO:0005886","olfactory receptor activity ISA, G protein-coupled receptor activity IEA","GO:0004930, GO:0004984","sensory perception of smell ISA, G protein-coupled receptor signaling pathway ISA","GO:0007608, GO:0007186",Olfactory receptor {ECO:0000256|RuleBase:RU363047}
A2AVJ7,A2AVJ7_MOUSE,Mus musculus (Mouse),"Coiled coil {ECO:0000256|SAM:Coils}, Proteomics identification {ECO:0000213|EPD:A2AVJ7,, Reference proteome {ECO:0000313|Proteomes:UP000000589}, Transmembrane helix {ECO:0000256|ARBA:ARBA00022989,, ECO:0000213|MaxQB:A2AVJ7, ECO:0000213|PeptideAtlas:A2AVJ7}, Membrane {ECO:0000256|ARBA:ARBA00022989, ECO:0000256|SAM:Phobius}, Transmembrane {ECO:0000256|ARBA:ARBA00022989, ECO:0000256|SAM:Phobius}, ECO:0000256|SAM:Phobius}",integral component of endoplasmic reticulum membrane IEA,GO:0030176,,,protein transport IEA,GO:0015031,
A2AWB0,A2AWB0_MOUSE,Mus musculus (Mouse),"Reference proteome {ECO:0000313|Proteomes:UP000000589}, Proteomics identification {ECO:0000213|EPD:A2AWB0,, ECO:0000213|MaxQB:A2AWB0, ECO:0000213|PeptideAtlas:A2AWB0}",,,GTPase activator activity IEA,GO:0005096,activation of GTPase activity IEA,GO:0090630,
A2AWI9,A2AWI9_MOUSE,Mus musculus (Mouse),"Reference proteome {ECO:0000313|Proteomes:UP000000589}, ECO:0000213|MaxQB:A2AWI9, ECO:0000213|PeptideAtlas:A2AWI9}, SH3 domain {ECO:0000256|ARBA:ARBA00022443}, Proteomics identification {ECO:0000213|EPD:A2AWI9,",cytoplasm IEA,GO:0005737,,,,,
A2BFF8,A2BFF8_MOUSE,Mus musculus (Mouse),"Motor protein {ECO:0000256|ARBA:ARBA00023175}, WD repeat {ECO:0000256|ARBA:ARBA00022574, ECO:0000256|PROSITE-, Dynein {ECO:0000256|ARBA:ARBA00023017}, Reference proteome {ECO:0000313|Proteomes:UP000000589}, Repeat {ECO:0000256|ARBA:ARBA00022737}, ProRule:PRU00221}, ECO:0000213|MaxQB:A2BFF8, ECO:0000213|PeptideAtlas:A2BFF8}, Proteomics identification {ECO:0000213|EPD:A2BFF8,",cytoplasmic dynein complex IEA,GO:0005868,motor activity IEA,GO:0003774,microtubule-based movement IEA,GO:0007018,
A2BGG7,A2BGG7_MOUSE,Mus musculus (Mouse),"Reference proteome {ECO:0000313|Proteomes:UP000000589}, Proteomics identification {ECO:0000213|EPD:A2BGG7,, ECO:0000213|MaxQB:A2BGG7, ECO:0000213|PeptideAtlas:A2BGG7}",,,,,,,
A3KBF5,A3KBF5_MOUSE,Mus musculus (Mouse),"Serine/threonine-protein kinase {ECO:0000256|ARBA:ARBA00022527}, Biological rhythms {ECO:0000256|ARBA:ARBA00023108}, Kinase {ECO:0000256|ARBA:ARBA00022527}, Transferase {ECO:0000256|ARBA:ARBA00022527}",,,"MAP kinase activity IEA, ATP binding IEA","GO:0004707, GO:0005524",rhythmic process IEA,GO:0048511,Mitogen-activated protein kinase {ECO:0000256|ARBA:ARBA00012411}
A3KGK3,FR1L4_MOUSE,Mus musculus (Mouse)," Calcium,  Reference proteome,  Transmembrane helix,  Metal-binding, Alternative splicing, Repeat,  Transmembrane,  Membrane",integral component of membrane IEA,GO:0016021,metal ion binding IEA,GO:0046872,plasma membrane organization IBA,GO:0007009,Fer-1-like protein 4
A3KGU5,A3KGU5_MOUSE,Mus musculus (Mouse),"Coiled coil {ECO:0000256|SAM:Coils}, Calmodulin-binding {ECO:0000256|ARBA:ARBA00022860}, Cytoplasm {ECO:0000256|ARBA:ARBA00022490}, SH3 domain {ECO:0000256|ARBA:ARBA00022443, ECO:0000256|PROSITE-, Proteomics identification {ECO:0000213|EPD:A3KGU5,, ProRule:PRU00192}, ECO:0000213|MaxQB:A3KGU5, ECO:0000213|PeptideAtlas:A3KGU5}, Actin-binding {ECO:0000256|ARBA:ARBA00023203}, Reference proteome {ECO:0000313|Proteomes:UP000000589}, Actin capping {ECO:0000256|ARBA:ARBA00022467}, Calcium {ECO:0000256|PROSITE-ProRule:PRU00448}","cytoskeleton IEA, cell cortex IEA","GO:0005856, GO:0005938","calcium ion binding IEA, actin binding IEA, calmodulin binding IEA","GO:0005509, GO:0003779, GO:0005516",actin filament capping IEA,GO:0051693,
A3KGU7,A3KGU7_MOUSE,Mus musculus (Mouse),"Coiled coil {ECO:0000256|SAM:Coils}, Calmodulin-binding {ECO:0000256|ARBA:ARBA00022860}, Cytoplasm {ECO:0000256|ARBA:ARBA00022490}, SH3 domain {ECO:0000256|ARBA:ARBA00022443, ECO:0000256|PROSITE-, ProRule:PRU00192}, Actin-binding {ECO:0000256|ARBA:ARBA00023203}, ECO:0000213|MaxQB:A3KGU7, ECO:0000213|PeptideAtlas:A3KGU7}, Actin capping {ECO:0000256|ARBA:ARBA00022467}, Reference proteome {ECO:0000313|Proteomes:UP000000589}, Proteomics identification {ECO:0000213|EPD:A3KGU7,, Calcium {ECO:0000256|PROSITE-ProRule:PRU00448}","cytoskeleton IEA, cell cortex IEA","GO:0005856, GO:0005938","calcium ion binding IEA, actin binding IEA, calmodulin binding IEA","GO:0005509, GO:0003779, GO:0005516",actin filament capping IEA,GO:0051693,
A3KN70,A3KN70_MOUSE,Mus musculus (Mouse),"Nucleotide-binding {ECO:0000256|ARBA:ARBA00022840}, ATP-binding {ECO:0000256|ARBA:ARBA00022840}",,,"protein kinase activity IEA, ATP binding IEA","GO:0005524, GO:0004672",intracellular signal transduction IEA,GO:0035556,
A3R404,A3R404_MOUSE,Mus musculus (Mouse),"Hydrogen ion transport {ECO:0000256|ARBA:ARBA00022547,, CF(0) {ECO:0000256|ARBA:ARBA00022547, ECO:0000256|RuleBase:RU003661}, Ion transport {ECO:0000256|ARBA:ARBA00022547,, Mitochondrion {ECO:0000256|RuleBase:RU003661, ECO:0000313|EMBL:ABK792011},  Hydrolase {ECO:0000313|EMBL:ABK792011}, ECO:0000256|RuleBase:RU003661}, Transmembrane {ECO:0000256|SAM:Phobius}, Acetylation {ECO:0000256|ARBA:ARBA00022990},  Membrane {ECO:0000256|SAM:Phobius}, Transport {ECO:0000256|ARBA:ARBA00022547, ECO:0000256|RuleBase:RU003661}, Transmembrane helix {ECO:0000256|SAM:Phobius}, ATP synthesis {ECO:0000256|ARBA:ARBA00023310}","mitochondrial proton-transporting ATP synthase complex, coupling factor F(o) IEA, integral component of membrane IEA","GO:0000276, GO:0016021","proton transmembrane transporter activity IEA, hydrolase activity IEA","GO:0015078, GO:0016787",ATP synthesis coupled proton transport IEA,GO:0015986,ATP synthase protein 8 {ECO:0000256|RuleBase:RU003661}
A4FU84,A4FU84_MOUSE,Mus musculus (Mouse),,,,protein phosphatase binding IEA,GO:0019903,regulation of phosphoprotein phosphatase activity IEA,GO:0043666,
A4FUT9,FT,Mus musculus (Mouse),"EGF-like domain {ECO:0000256|ARBA:ARBA00022536, ECO:0000256|PROSITE-, ProRule:PRU00076}, Disulfide bond {ECO:0000256|ARBA:ARBA00023157, ECO:0000256|PROSITE-, Transmembrane helix {ECO:0000256|ARBA:ARBA00022989,, Membrane {ECO:0000256|ARBA:ARBA00022989, ECO:0000256|SAM:Phobius}, Transmembrane {ECO:0000256|ARBA:ARBA00022989, ECO:0000256|SAM:Phobius}, ECO:0000256|SAM:Phobius}, Signal {ECO:0000256|SAM:SignalP}",integral component of membrane IEA,GO:0016021,metalloendopeptidase activity IEA,GO:0004222,,,
A4FUU9,A4FUU9_MOUSE,Mus musculus (Mouse),"Magnesium {ECO:0000256|ARBA:ARBA00022842}, Metal-binding {ECO:0000256|ARBA:ARBA00022723}, Nucleotidyltransferase {ECO:0000256|ARBA:ARBA00022695}, Transferase {ECO:0000256|ARBA:ARBA00022695}, Nucleotide-binding {ECO:0000256|ARBA:ARBA00022840}, ATP-binding {ECO:0000256|ARBA:ARBA00022840}",,,"metal ion binding IEA, nucleotidyltransferase activity IEA, ATP binding IEA","GO:0046872, GO:0016779, GO:0005524",,,Selenoprotein O {ECO:0000256|ARBA:ARBA00020490}
A4PI83,A4PI83_MOUSE,Mus musculus (Mouse),,presynapse IEA,GO:0098793,,,"dense core granule exocytosis IEA, synaptic vesicle exocytosis IEA","GO:0016079, GO:1990504",
A5A4Z2,A5A4Z2_MOUSE,Mus musculus (Mouse),Protein phosphatase inhibitor {ECO:0000256|ARBA:ARBA00023272},,,protein serine/threonine phosphatase inhibitor activity IEA,GO:0004865,,,E3 ubiquitin-protein ligase PPP1R11 {ECO:0000256|ARBA:ARBA00021994}
A5JUZ1,A5JUZ1_MOUSE,Mus musculus (Mouse),,,,,,,,
A6H6D4,A6H6D4_MOUSE,Mus musculus (Mouse),"G-protein coupled receptor {ECO:0000256|ARBA:ARBA00023040,, Sensory transduction {ECO:0000256|ARBA:ARBA00022725,, Transducer {ECO:0000256|ARBA:ARBA00023040, ECO:0000256|RuleBase:RU000688}, Receptor {ECO:0000256|ARBA:ARBA00023040, ECO:0000256|RuleBase:RU000688}, ECO:0000256|RuleBase:RU363047}, Transmembrane helix {ECO:0000256|ARBA:ARBA00022989,, Cell membrane {ECO:0000256|ARBA:ARBA00022475,, Membrane {ECO:0000256|ARBA:ARBA00022475, ECO:0000256|ARBA:ARBA00022989,, ECO:0000256|RuleBase:RU000688}, Transmembrane {ECO:0000256|ARBA:ARBA00022989,, Olfaction {ECO:0000256|ARBA:ARBA00022725, ECO:0000256|RuleBase:RU363047}","plasma membrane IBA, integral component of membrane ISA","GO:0016021, GO:0005886","olfactory receptor activity ISA, G protein-coupled receptor activity IEA","GO:0004930, GO:0004984","sensory perception of smell ISA, G protein-coupled receptor signaling pathway ISA","GO:0007608, GO:0007186",Olfactory receptor {ECO:0000256|RuleBase:RU363047}
A6H6F2,A6H6F2_MOUSE,Mus musculus (Mouse),"Transmembrane {ECO:0000256|ARBA:ARBA00022989}, Signal {ECO:0000256|ARBA:ARBA00022729, ECO:0000256|SAM:SignalP}, Receptor {ECO:0000313|EMBL:AAI458561}, Transmembrane helix {ECO:0000256|ARBA:ARBA00022989}, Membrane {ECO:0000256|ARBA:ARBA00022989}",integral component of plasma membrane IBA,GO:0005887,"G protein-coupled receptor activity IBA, signaling receptor activity IBA","GO:0004930, GO:0038023",,,
A6X925,A6X925_MOUSE,Mus musculus (Mouse),"Reference proteome {ECO:0000313|Proteomes:UP000000589}, ECO:0000213|MaxQB:A6X925, ECO:0000213|PeptideAtlas:A6X925}, Proteomics identification {ECO:0000213|EPD:A6X925,",,,,,,,
A7E1Z5,A7E1Z5_MOUSE,Mus musculus (Mouse),"Ion transport {ECO:0000256|ARBA:ARBA00023065,, Transport {ECO:0000256|ARBA:ARBA00023065, ECO:0000256|RuleBase:RU362035}, ECO:0000256|RuleBase:RU362035}, ECO:0000213|PeptideAtlas:A7E1Z5}, Reference proteome {ECO:0000313|Proteomes:UP000000589}, Proteomics identification {ECO:0000213|MaxQB:A7E1Z5,, Transmembrane helix {ECO:0000256|ARBA:ARBA00022989,, Membrane {ECO:0000256|ARBA:ARBA00022989, ECO:0000256|RuleBase:RU362035}, Transmembrane {ECO:0000256|ARBA:ARBA00022989,",integral component of membrane IEA,GO:0016021,inorganic anion exchanger activity IEA,GO:0005452,,,Anion exchange protein {ECO:0000256|RuleBase:RU362035}
A7VJ98,A7VJ98_MOUSE,Mus musculus (Mouse),Growth factor {ECO:0000256|PIRNR:PIRNR001788},,,"growth factor activity IEA, actin binding IEA, Arp2/3 complex binding IEA","GO:0003779, GO:0008083, GO:0071933",negative regulation of Arp2/3 complex-mediated actin nucleation IEA,GO:0034316,Glia maturation factor {ECO:0000256|PIRNR:PIRNR001788}
A7VL18,A7VL18_MOUSE,Mus musculus (Mouse),"Oxidoreductase {ECO:0000256|ARBA:ARBA00023002,, ECO:0000256|RuleBase:RU003345}",,,"oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor IEA",GO:0016620,,,
A8ASF5,A8ASF5_MOUSE,Mus musculus (Mouse),"Mitochondrion outer membrane {ECO:0000256|ARBA:ARBA00022787}, ECO:0000313|EMBL:BAF796721}, Membrane {ECO:0000256|ARBA:ARBA00022787, ECO:0000256|ARBA:ARBA00022989,, Lipid metabolism {ECO:0000256|ARBA:ARBA00022832}, Transmembrane helix {ECO:0000256|ARBA:ARBA00022989,,  Mitochondrion {ECO:0000256|ARBA:ARBA00022787}, Transmembrane {ECO:0000256|ARBA:ARBA00022989, ECO:0000256|SAM:Phobius}, Fatty acid metabolism {ECO:0000256|ARBA:ARBA00022832}, ECO:0000256|SAM:Phobius}, Transferase {ECO:0000256|ARBA:ARBA00023315, ECO:0000313|EMBL:BAF796721}, Acyltransferase {ECO:0000256|ARBA:ARBA00023315,","mitochondrial outer membrane IEA, integral component of membrane IEA","GO:0016021, GO:0005741",carnitine O-palmitoyltransferase activity IEA,GO:0004095,fatty acid beta-oxidation IEA,GO:0006635,Carnitine O-palmitoyltransferase {ECO:0000256|ARBA:ARBA00013243}
A8DUK4,A8DUK4_MOUSE,Mus musculus (Mouse),"Iron {ECO:0000256|ARBA:ARBA00022617, ECO:0000256|PROSITE-ProRule:PRU00238,, Proteomics identification {ECO:0000213|EPD:A8DUK4,, Reference proteome {ECO:0000313|Proteomes:UP000000589}, ECO:0000256|RuleBase:RU000356}, Heme {ECO:0000256|ARBA:ARBA00022617, ECO:0000256|PROSITE-ProRule:PRU00238,, Transport {ECO:0000256|ARBA:ARBA00022621, ECO:0000256|PROSITE-, ProRule:PRU00238, ECO:0000256|RuleBase:RU000356}, ECO:0000213|MaxQB:A8DUK4, ECO:0000213|PeptideAtlas:A8DUK4}, Metal-binding {ECO:0000256|ARBA:ARBA00022617, ECO:0000256|PROSITE-, Oxygen transport {ECO:0000256|ARBA:ARBA00022621, ECO:0000256|PROSITE-","haptoglobin-hemoglobin complex ISO, extracellular space ISO, hemoglobin complex ISO","GO:0031838, GO:0005615, GO:0005833","heme binding IBA, hemoglobin beta binding ISO, metal ion binding IEA, hemoglobin binding ISO, organic acid binding IBA, oxygen carrier activity IBA, hemoglobin alpha binding ISO, protein-containing complex binding ISO, oxygen binding ISO","GO:0046872, GO:0030492, GO:0031721, GO:0019825, GO:0031722, GO:0044877, GO:0005344, GO:0020037, GO:0043177","hydrogen peroxide catabolic process IBA, cellular oxidant detoxification IEA","GO:0042744, GO:0098869",
A9CYP7,A9CYP7_MOUSE,Mus musculus (Mouse),,,,,,,,
B0QZH6,B0QZH6_MOUSE,Mus musculus (Mouse),"Coiled coil {ECO:0000256|SAM:Coils}, ECO:0000213|MaxQB:B0QZH6, ECO:0000213|PeptideAtlas:B0QZH6}, Reference proteome {ECO:0000313|Proteomes:UP000000589}, Proteomics identification {ECO:0000213|EPD:B0QZH6,, Activator {ECO:0000256|ARBA:ARBA00023159}, ANK repeat {ECO:0000256|ARBA:ARBA00023043}",,,DNA binding IEA,GO:0003677,regulation of transcription by RNA polymerase II IEA,GO:0006357,
B0QZT2,B0QZT2_MOUSE,Mus musculus (Mouse),"Reference proteome {ECO:0000313|Proteomes:UP000000589}, ECO:0000213|MaxQB:B0QZT2, ECO:0000213|PeptideAtlas:B0QZT2}, Proteomics identification {ECO:0000213|EPD:B0QZT2,",,,,,oxidation-reduction process IEA,GO:0055114,
B0R011,B0R011_MOUSE,Mus musculus (Mouse),"ECO:0000213|MaxQB:B0R011, ECO:0000213|PeptideAtlas:B0R011}, Proteomics identification {ECO:0000213|EPD:B0R011,, Reference proteome {ECO:0000313|Proteomes:UP000000589}",,,,,,,
B0R091,B0R091_MOUSE,Mus musculus (Mouse),"Reference proteome {ECO:0000313|Proteomes:UP000000589}, Proteomics identification {ECO:0000213|EPD:B0R091,, ECO:0000213|MaxQB:B0R091, ECO:0000213|PeptideAtlas:B0R091}, Calcium {ECO:0000256|PROSITE-ProRule:PRU00448}",,,calcium ion binding IEA,GO:0005509,,,
B0V2H4,B0V2H4_MOUSE,Mus musculus (Mouse),"Hydrogen ion transport {ECO:0000256|ARBA:ARBA00022781,, Transport {ECO:0000256|ARBA:ARBA00022781, ECO:0000256|RuleBase:RU364019}, Reference proteome {ECO:0000313|Proteomes:UP000000589}, ECO:0000256|RuleBase:RU364019}, Ion transport {ECO:0000256|ARBA:ARBA00022781,, Proteomics identification {ECO:0000213|MaxQB:B0V2H4,, ECO:0000213|PeptideAtlas:B0V2H4}",vacuolar proton-transporting V-type ATPase complex IEA,GO:0016471,ATPase-coupled transmembrane transporter activity IEA,GO:0042626,proton transmembrane transport IEA,GO:1902600,V-type proton ATPase subunit G {ECO:0000256|RuleBase:RU364019}
